epoch time,date & time,smell value,skewed latitude,skewed longitude,zipcode,smell description,symptoms,additional comments
1511266540,11/21/2017 07:15:40 -05:00,4,40.4249,-79.9213,15217,Industrial,,
1511266714,11/21/2017 07:18:34 -05:00,3,40.4218,-79.9245,15217,Acrid industrial ,,
1511267866,11/21/2017 07:37:46 -05:00,4,40.4917,-79.8191,15147,Industrial ,Headache,
1511269174,11/21/2017 07:59:34 -05:00,2,40.4689,-79.9141,15206,Industrial,,
1511269208,11/21/2017 08:00:08 -05:00,4,40.4482,-79.9113,15217,The usual industrial smell.,,
1511270327,11/21/2017 08:18:47 -05:00,4,40.4466,-79.8931,15221,Industrial,,
1511272982,11/21/2017 09:03:02 -05:00,4,40.4308,-79.9164,15217,Industrial,Breathing trouble.,
1511275028,11/21/2017 09:37:08 -05:00,4,40.4186,-79.8468,15221,"Sulfur, burning oil ","Wheezing, nose and throat irritation. ","The smell is so bad that I can smell it inside the house, despite windows and doors being shut. The noise pollution is also so loud that it woke me up. "
1511275524,11/21/2017 09:45:24 -05:00,5,40.428,-79.9477,15207,Asphalt,,
1511279493,11/21/2017 10:51:33 -05:00,5,40.5119,-80.103,15202,Burning plastic industrial smell,Asthma ,They’re burning at the Metalico Recycling plant and there is a thick cream colored smoke hanging over the island and river. I have some photos.
1511280515,11/21/2017 11:08:35 -05:00,2,40.3054,-79.8771,15025,,,The stacks are low and the wind is blowing opposite direction from my home for now...
1511282675,11/21/2017 11:44:35 -05:00,4,40.4289,-79.9968,15219,Solvents from Liberty Bridge ,,
1511296007,11/21/2017 15:26:47 -05:00,4,40.6093,-79.7206,15065,Industrial,,Nose throat irritant 
1511300775,11/21/2017 16:46:15 -05:00,4,40.4387,-80.0,15219,woldsmoke/pellet stove stench,,No perceivable pointsource
1511301509,11/21/2017 16:58:29 -05:00,3,40.6148,-79.7214,15065,,,
1511305037,11/21/2017 17:57:17 -05:00,3,40.2974,-79.883,15025,Clairton Coke works ,"Itchy eyes, nose and throat",Earlier the stack was low now the stack is mid to high level and their is a stench in the air
1511314140,11/21/2017 20:29:00 -05:00,1,40.3055,-80.0458,15102,,,
1511316495,11/21/2017 21:08:15 -05:00,4,40.4379,-79.8368,15235,,,
1511316597,11/21/2017 21:09:57 -05:00,4,40.4226,-79.9155,15217,"Industrial, rotten eggs",,
1511316598,11/21/2017 21:09:58 -05:00,3,40.427,-79.9123,15217,Rotten eggs,,
1511318241,11/21/2017 21:37:21 -05:00,5,40.4189,-79.9282,15217,Like a sewer!!!! It's so awful! Rotten eggs? How can air now say we are in the Green!??,"Eye irritation , nauseous , airway irritation ",
1511318550,11/21/2017 21:42:30 -05:00,4,40.433,-79.8497,15221,Sulfur,"Scratchy throat, headache",
1511321995,11/21/2017 22:39:55 -05:00,5,40.4302,-79.8954,15218,Industrial ,,
1511354496,11/22/2017 07:41:36 -05:00,3,40.4552,-79.9054,15208,"Acrid, chemical",,
1511388050,11/22/2017 17:00:50 -05:00,4,40.4739,-79.9582,15201,"Metallic, sweet, from foundry",Difficult to breathe,
1511393890,11/22/2017 18:38:10 -05:00,4,40.344,-79.8125,15131,Industrial ,,Stinks
1511439216,11/23/2017 07:13:36 -05:00,3,40.4264,-79.9399,15207,Propane ,,
1511442135,11/23/2017 08:02:15 -05:00,4,40.4329,-79.8755,15218,Damn poison,,
1511444375,11/23/2017 08:39:35 -05:00,2,40.492,-79.8165,15147,industrial,Headache,
1511445253,11/23/2017 08:54:13 -05:00,3,40.47,-79.916,15206,Sulfur,,
1511445515,11/23/2017 08:58:35 -05:00,3,40.4458,-79.9082,15208,,,
1511446136,11/23/2017 09:08:56 -05:00,4,40.427,-79.9155,15217,Industrial,,
1511446467,11/23/2017 09:14:27 -05:00,5,40.4407,-79.8912,15221,industrial,,It is making us gag.
1511447774,11/23/2017 09:36:14 -05:00,5,40.4498,-79.9042,15208,Coke plant,,
1511490566,11/23/2017 21:29:26 -05:00,4,40.4931,-80.0595,15202,Wood smoke,"Headache, burning eyes, cough",I guess people cooked turkeys today over wood fires in their houses. Sickening smell.
1511503978,11/24/2017 01:12:58 -05:00,4,40.431,-79.8489,15221,Sulfur,Headache,
1511524502,11/24/2017 06:55:02 -05:00,3,40.4649,-79.8615,15235,Coal,,
1511529034,11/24/2017 08:10:34 -05:00,3,40.4681,-79.9148,15206,Sulfur,,
1511530175,11/24/2017 08:29:35 -05:00,3,40.4537,-79.9052,15208,"Acrid, sulfur",Nausea,
1511531239,11/24/2017 08:47:19 -05:00,3,40.4246,-79.9262,15217,Industrial,,
1511531363,11/24/2017 08:49:23 -05:00,4,40.4459,-79.8958,15221,Rotten eggs,Nose irritation ,
1511532640,11/24/2017 09:10:40 -05:00,2,40.2975,-79.8852,15025,Clairton Coke Works ,,
1511534103,11/24/2017 09:35:03 -05:00,3,40.4351,-79.8774,15218,Gross smoke,,
1511535825,11/24/2017 10:03:45 -05:00,4,40.4267,-79.8841,15218,Sulfur odor. Winds out of south.,,
1511535859,11/24/2017 10:04:19 -05:00,5,40.4394,-79.891,15221,,,It smells so badly that we cannot bear to be outside.
1511536321,11/24/2017 10:12:01 -05:00,3,40.4643,-79.8598,15235,Burning rubber. ,,
1511538525,11/24/2017 10:48:45 -05:00,3,40.3079,-79.8925,15025,Clairton Coke Works ,"Itchy throat, sulfur smell",I submitted about 8:30 am today. Stacks are fuller now
1511548680,11/24/2017 13:38:00 -05:00,4,40.4391,-79.9528,15213,Laying cement ,Headache,Maintenance has been going on continuously for 7 weeks near the corner of S Bouquet and Joncaire. It has brought industrial smells into my home every single day. 
1511571602,11/24/2017 20:00:02 -05:00,5,40.4316,-79.8512,15221,Sulfur,Headache,
1511572369,11/24/2017 20:12:49 -05:00,4,40.433,-79.8473,15221,Industrial sulfur rotten eggs ,My nose is burning. ,"I couldn’t throw out my garbage tonight without trying to breathe into a scarf, it bothers me that bad! )-:"
1511574227,11/24/2017 20:43:47 -05:00,5,40.4246,-79.926,15217,,,
1511576297,11/24/2017 21:18:17 -05:00,5,40.4242,-79.8899,15218,Burning pollution! Disgusting is an understatement ,,
1511576362,11/24/2017 21:19:22 -05:00,5,40.4164,-79.8829,15218,Rancid,Headache and making me cough,This happens a lot in Swissvale PA - please find out what this is and have it stop.
1511578588,11/24/2017 21:56:28 -05:00,4,40.4335,-79.8945,15218,Pure sulfurous ,Scrunched nose,
1511578889,11/24/2017 22:01:29 -05:00,4,40.4354,-79.9128,15217,Rotten eggs ,,
1511579964,11/24/2017 22:19:24 -05:00,4,40.4222,-79.9349,15217,Sulfur ,"Coughing, sneezing ",
1511580561,11/24/2017 22:29:21 -05:00,3,40.4345,-79.9233,15217,"Industrial,  coke works",,
1511581849,11/24/2017 22:50:49 -05:00,1,40.4698,-79.7999,15235,,,
1511582451,11/24/2017 23:00:51 -05:00,4,40.4271,-79.8795,15218,"industrial, sulphur",,This is a common occurrence. it often smells in the evenings and mornings.  Sometimes (in the summer) I don’t open my windows when I otherwise would.  Many mornings I don’t take my child outside to play (if the smell is bad that day). This is truly an unappealing aspect of living in Pittsburgh and we take it into account when discussing whether we will continue to live and raise our family here. 
1511583167,11/24/2017 23:12:47 -05:00,4,40.3034,-79.8915,15025,Industrial ,,Clairton Coke Works always smells strong after dark. 
1511585254,11/24/2017 23:47:34 -05:00,3,40.4255,-79.9154,15217,,,
1511586026,11/25/2017 00:00:26 -05:00,4,40.4335,-79.9114,15217,Industrial smell,,
1511586766,11/25/2017 00:12:46 -05:00,5,40.4307,-79.8812,15218,Industrial rotten eggs,Can’t take deep breaths outside.  ,
1511590919,11/25/2017 01:21:59 -05:00,4,40.4709,-79.9143,15206,Industrial,Eye irritation ,
1511591121,11/25/2017 01:25:21 -05:00,4,40.433,-79.8485,15221,Sulfur rotten eggs ,Headache immediately!  Feel like I’m chocking ,Can’t take my dogs out it’s too awful I can’t breathe this stuff! They are killing us 
1511626096,11/25/2017 11:08:16 -05:00,5,40.3012,-80.0604,15102,Stench of toxic rotted wood smoke,"Choking, Eyes burning, hurts to breathe",Please pass some open burn laws for Gods sake! We can’t keep pretending anymore that burning anything is tolerable. There are too many of us and homes are too close together. Even fireplace smoke hangs low in our breathing space! Pretending these old practices are still OK is killing us and our children! Not to mention our real estate and our economy! No one wants to move here when they see the heavy coat of black soot all over our sidewalks driveways porches porch furniture! Pittsburgh population is decreasing severely! You folks are the only ones who can save us! Do your job!!
1511645155,11/25/2017 16:25:55 -05:00,4,40.2958,-80.0337,15102,Woodsmoke,,
1511664876,11/25/2017 21:54:36 -05:00,1,40.4654,-79.861,15235,,,
1511715072,11/26/2017 11:51:12 -05:00,2,40.4338,-79.8067,15235,,,
1511737084,11/26/2017 17:58:04 -05:00,1,40.3518,-79.9672,15227,,,
1511760740,11/27/2017 00:32:20 -05:00,5,40.4314,-79.8479,15221,Industrial sulfur ,Instant headache can’t breathe it in!  ,"Can’t take my dogs out, I have to watch them from my door because if I go outside I might trigger an asthma attack.  Sad!  "
1511785169,11/27/2017 07:19:29 -05:00,3,40.3413,-80.0648,15241,Industrial ,,
1511786031,11/27/2017 07:33:51 -05:00,3,40.4165,-79.921,15217,Industrial ,,
1511798740,11/27/2017 11:05:40 -05:00,3,40.6216,-79.921,15044,Natural gas,,
1511801808,11/27/2017 11:56:48 -05:00,3,40.4413,-79.9471,15213,,,
1511813531,11/27/2017 15:12:11 -05:00,5,40.6114,-79.7234,15065,Industrial ,,Kids cannot play outside
1511813628,11/27/2017 15:13:48 -05:00,3,40.4317,-80.0413,15220,Fast food grease,,
1511830581,11/27/2017 19:56:21 -05:00,5,40.4368,-79.9162,15217,Industrial,,"According to my wife, it smells like Pittsburgh!"
1511831813,11/27/2017 20:16:53 -05:00,4,40.4478,-79.9151,15206,Sulphur,,
1511832470,11/27/2017 20:27:50 -05:00,5,40.4202,-79.8798,15218,"Acrid, sulphur smell Burning rotten egs","Sore throat, stinging eyes",This is disgusting. I can't believe it is legal
1511832682,11/27/2017 20:31:22 -05:00,5,40.433,-79.8768,15218,Death smoke,,
1511832977,11/27/2017 20:36:17 -05:00,3,40.3052,-79.8924,15025,Clairton Coke Works ,,Smell always becomes noticeable in the evening after dark. Makes you wonder what they're hiding... 
1511834025,11/27/2017 20:53:45 -05:00,4,40.4268,-79.8825,15218,burning plastic or sulphur,"headache, sore throat",Smell has persisted for at least 36 hours
1511834356,11/27/2017 20:59:16 -05:00,4,40.4224,-79.8792,15218,"Sulfur, sewage, rotten eggs",Headache,
1511834811,11/27/2017 21:06:51 -05:00,4,40.4284,-79.8818,15218,"Rotten eggs, sewage, sulphuric ","Headache, eye irritation ",
1511835158,11/27/2017 21:12:38 -05:00,3,40.4252,-79.8783,15218,Rotten eggs,Not yet,2218 Lacrosse St
1511835532,11/27/2017 21:18:52 -05:00,3,40.4642,-79.8609,15235,Coal,,
1511836177,11/27/2017 21:29:37 -05:00,4,40.5018,-79.9093,15215,Rotten egg stinky ,,
1511836747,11/27/2017 21:39:07 -05:00,4,40.4769,-79.9173,15206,Sulphur-like,,
1511836786,11/27/2017 21:39:46 -05:00,3,40.4336,-79.9147,15217,Rotten eggs,,
1511837789,11/27/2017 21:56:29 -05:00,4,40.4366,-79.9152,15217,Industrial sulfur-like smell,Scratchy throat,
1511838259,11/27/2017 22:04:19 -05:00,3,40.4235,-79.9165,15217,,,
1511838669,11/27/2017 22:11:09 -05:00,4,40.4252,-79.8759,15218,Rotten eggs,,
1511840587,11/27/2017 22:43:07 -05:00,3,40.4311,-79.9321,15217,Industrial ,,"Is this how it’s going to go with(out) current EPA???
"
1511840875,11/27/2017 22:47:55 -05:00,4,40.4223,-79.9227,15217,Rotten eggs. Awful!,,
1511841767,11/27/2017 23:02:47 -05:00,4,40.4499,-79.9139,15206,Industrial ,,
1511841771,11/27/2017 23:02:51 -05:00,3,40.4331,-79.9228,15217,"Oily, industrial",,
1511843868,11/27/2017 23:37:48 -05:00,5,40.431,-79.9168,15217,Industrial sulphur,Eye irritation,
1511843883,11/27/2017 23:38:03 -05:00,4,40.4959,-79.9244,15215,Industrial rotten egg sulphuric ,,7700 small particle count on an outdoor air quality meter on my front porch. 
1511844005,11/27/2017 23:40:05 -05:00,4,40.427,-79.8792,15218,rotten eggs?,,
1511844650,11/27/2017 23:50:50 -05:00,4,40.4685,-79.914,15206,Rotten eggs,,
1511845584,11/28/2017 00:06:24 -05:00,4,40.4641,-79.9417,15224,Coal fire plant,Nausea,
1511846371,11/28/2017 00:19:31 -05:00,3,40.4253,-79.8955,15218,Rotten eggs/sulphur,,
1511847219,11/28/2017 00:33:39 -05:00,4,40.4309,-79.9324,15217,Sulfur,Nausea. Can’t sleep,
1511848408,11/28/2017 00:53:28 -05:00,5,40.435,-79.8926,15221,sulfer,,"the smell has invaded my apartment and all the windows are shut

"
1511851210,11/28/2017 01:40:10 -05:00,5,40.4471,-79.9082,15208,Coke works,,
1511855430,11/28/2017 02:50:30 -05:00,4,40.5608,-79.9001,15238,Sulfur smell such a coal burning facility,Headache,"I have four children, ages 11, 5, 3 and 1 years of age and all of them deserve to breath clean air as provided by the health and industrial regulations governing the local industry operating in our district.  Do your job and enforce the regulations designed to protect public health.  This is disgusting.  You wouldn't want to breath it.  You wouldn't want your children to breath it."
1511856345,11/28/2017 03:05:45 -05:00,4,40.4958,-80.259,15108,"Industrial, fart","Nausea, mild headache",
1511860433,11/28/2017 04:13:53 -05:00,3,40.4261,-79.9361,15217,Industrial,,
1511863605,11/28/2017 05:06:45 -05:00,5,40.4805,-79.9374,15201,Coke,Headache and irritated sinuses,It is so strong. I am so concerned for my child. 
1511867158,11/28/2017 06:05:58 -05:00,4,40.4367,-79.9181,15217,Industrial,,Smelled it since 415 hrs
1511869159,11/28/2017 06:39:19 -05:00,4,40.4275,-79.8828,15218,"We started receiving industrial plumage as early as 10:00 pm last night. Sulfur smell strong inside house. CO2, VOCs & PM all high. Winds S to SSE all night. Inversion.",,
1511869682,11/28/2017 06:48:02 -05:00,3,40.4624,-79.9442,15224,Sulfur,,
1511870424,11/28/2017 07:00:24 -05:00,4,40.4349,-79.8934,15221,Industrial,Sore throat,It would be nice if our elected officials would do something about this. 
1511870481,11/28/2017 07:01:21 -05:00,4,40.4425,-79.9459,15213,,,
1511870740,11/28/2017 07:05:40 -05:00,5,40.4338,-79.891,15221,Industrial,"Burning eyes, stuffy nose, headache, sore throat","This pollution really needs to get controlled, it has been getting worse over the past two years.   Last night at about midnight was about as bad as it gets.  We can smell it throughout the inside of our house.  It is coming from ET steel mill in Braddock and blowing up the valley into regent square and squirrel hill."
1511870773,11/28/2017 07:06:13 -05:00,3,40.4428,-79.9159,15217,Industrial,,
1511871102,11/28/2017 07:11:42 -05:00,5,40.4352,-79.9287,15217,Industrial,,
1511871190,11/28/2017 07:13:10 -05:00,4,40.4822,-79.9341,15201,Eggs ,No,
1511872305,11/28/2017 07:31:45 -05:00,5,40.4277,-79.9278,15217,,,
1511872338,11/28/2017 07:32:18 -05:00,4,40.4392,-79.9228,15217,,,
1511872489,11/28/2017 07:34:49 -05:00,4,40.4209,-79.924,15217,Sooty. ,,Particles and VOC levels were very high at my house last night. This persistent local pollution is unacceptable! Please fix it ASAP!!
1511874148,11/28/2017 08:02:28 -05:00,4,40.5603,-79.8987,15238,"Industrial, sulfur",,Please enforce the law.
1511874173,11/28/2017 08:02:53 -05:00,5,40.421,-79.933,15217,"Sulfur, sewage",Smell coming through completely closed windows and doors,
1511874494,11/28/2017 08:08:14 -05:00,4,40.3573,-79.8964,15122,Coke plant,No,
1511874584,11/28/2017 08:09:44 -05:00,5,40.4288,-79.9364,15217,Industrial ,,
1511874654,11/28/2017 08:10:54 -05:00,3,40.4493,-79.9138,15208,,,
1511874746,11/28/2017 08:12:26 -05:00,3,40.4229,-79.9262,15217,,,
1511874838,11/28/2017 08:13:58 -05:00,5,40.4219,-79.9305,15217,Rotten eggs,Headache,
1511875113,11/28/2017 08:18:33 -05:00,5,40.4464,-79.8935,15221,Industrial,,
1511875237,11/28/2017 08:20:37 -05:00,5,40.4465,-79.9255,15217,,,
1511875587,11/28/2017 08:26:27 -05:00,5,40.4376,-79.9242,15217,Burning industrial ,,I could smell this inside my closed-up house this morning before I even opened the door.
1511875632,11/28/2017 08:27:12 -05:00,3,40.4219,-79.9293,15217,Industrial,Nothing,
1511875812,11/28/2017 08:30:12 -05:00,5,40.4262,-79.9357,15217,"Thick dust, sulfur",,
1511875813,11/28/2017 08:30:13 -05:00,4,40.4663,-79.9397,15224,Industrial,"Irritated nasal passage, coughing",
1511875969,11/28/2017 08:32:49 -05:00,4,40.4638,-79.9215,15206,industry,,
1511876142,11/28/2017 08:35:42 -05:00,3,40.471,-79.9144,15206,Sulfur,,
1511876708,11/28/2017 08:45:08 -05:00,5,40.4256,-79.9202,15217,Industrial and toxic!!!! ,,I hate stepping out my front door to run outside and having to turn back because it is healthier for me to be inactive with our toxic air. Please fix this!!!!!
1511876712,11/28/2017 08:45:12 -05:00,4,40.4453,-79.9098,15208,Industrial,,
1511876910,11/28/2017 08:48:30 -05:00,4,40.4422,-79.9494,15213,Rotten eggs,Coughing,
1511877115,11/28/2017 08:51:55 -05:00,4,40.4645,-79.9188,15206,Rotten industrial,,
1511877512,11/28/2017 08:58:32 -05:00,3,40.4241,-79.918,15217,,,
1511877931,11/28/2017 09:05:31 -05:00,5,40.4366,-79.9141,15217,Industrial foggy stench,Sore throat,
1511878075,11/28/2017 09:07:55 -05:00,3,40.4984,-79.9647,15209,Sulfur ,,
1511878330,11/28/2017 09:12:10 -05:00,3,40.4498,-79.9293,15232,,,
1511878385,11/28/2017 09:13:05 -05:00,5,40.4343,-79.9331,15217,Industrial ,,
1511878424,11/28/2017 09:13:44 -05:00,3,40.4477,-79.9068,15208,"Toxic, sulphuric ",,
1511878585,11/28/2017 09:16:25 -05:00,4,40.4307,-79.8972,15218,"Industrial, probably clairton ",Nose irritation,
1511879146,11/28/2017 09:25:46 -05:00,2,40.5601,-79.8988,15238,Sulphur,,
1511879153,11/28/2017 09:25:53 -05:00,5,40.4623,-79.9247,15206,,,
1511879207,11/28/2017 09:26:47 -05:00,4,40.4417,-79.9973,15219,Sulphuric ,,
1511879446,11/28/2017 09:30:46 -05:00,3,40.4294,-79.9825,15203,,,Air is smoggy over the city today 
1511879451,11/28/2017 09:30:51 -05:00,4,40.5417,-79.9374,15116,Industrial Coal / Coke,Sore Throat / Sinus irritation,
1511879470,11/28/2017 09:31:10 -05:00,4,40.4654,-79.9357,15224,,,
1511880708,11/28/2017 09:51:48 -05:00,4,40.4286,-79.9137,15217,Industrial,,
1511881053,11/28/2017 09:57:33 -05:00,4,40.4478,-79.9169,15206,Industrial.,,
1511881469,11/28/2017 10:04:29 -05:00,3,40.4252,-79.8795,15218,,,
1511881515,11/28/2017 10:05:15 -05:00,3,40.4428,-79.9505,15213,"Sulfur, diesel exhaust ","Burning nose, tight chest ",
1511881641,11/28/2017 10:07:21 -05:00,4,40.4286,-79.8832,15218,Still pretty darn smelly sulfur odor. Winds SSE. Duration of this incident is excessively long. ,,Rudimentary instrumentation showed US Steel's plumage showing up here at 10:00pm last night and continuing.
1511883531,11/28/2017 10:38:51 -05:00,2,40.4446,-80.0038,15222,"Acrid, not fresh ",,
1511883665,11/28/2017 10:41:05 -05:00,5,40.4294,-79.9188,15217,Industrial sulphur,Eye irritation and mild nausea—don’t go outside!,
1511883925,11/28/2017 10:45:25 -05:00,4,40.4491,-79.9035,15208,Industrial,,
1511884416,11/28/2017 10:53:36 -05:00,3,40.4431,-80.0034,15222,"Hazy, not fresh",Scratchy throat ,
1511884435,11/28/2017 10:53:55 -05:00,4,40.4291,-79.8792,15218,Industrial,Nose and throat irritation ,
1511885363,11/28/2017 11:09:23 -05:00,3,40.4374,-79.8374,15235,Sulphur ,,
1511885755,11/28/2017 11:15:55 -05:00,1,40.56,-79.8997,15238,,,
1511888271,11/28/2017 11:57:51 -05:00,3,40.444,-79.9413,15213,Sulfur and methane smell,slight sore throat,"This report refers to earlier this morning, around 830am, in East Liberty.

"
1511888756,11/28/2017 12:05:56 -05:00,4,40.4903,-79.8166,15147,Industrial ,,
1511893258,11/28/2017 13:20:58 -05:00,3,40.3014,-80.0618,15102,Industrial stink like melted plastic ash,"Headache, disgust",Always stinks here. Just goes from bad to worse. Why are our streets and sidewalks black??!! They have not been for 20 years. Last 3 are hideous. 
1511894651,11/28/2017 13:44:11 -05:00,4,40.5131,-79.9215,15215,Rotten egg,,
1511895911,11/28/2017 14:05:11 -05:00,4,40.289,-80.0217,15129,Burning trash,,Visible smoke in area 
1511901177,11/28/2017 15:32:57 -05:00,1,40.4313,-79.918,15217,,,
1511908820,11/28/2017 17:40:20 -05:00,5,40.4303,-79.8469,15221,Sulfur rotten eggs !!!,Headache immediately ," couldn’t stay outside to put up my Christmas decorations.,,and it’s such a nice evening but if I stay outside il have an asthma attack "
1511918972,11/28/2017 20:29:32 -05:00,4,40.4285,-79.8486,15221,Rotten eggs ,,
1511920878,11/28/2017 21:01:18 -05:00,5,40.4905,-79.8188,15147,Industrial,"Headache, throat burn, asthma symptoms.",Is my second report. Just come home from work just as bad or worse for me Since I left around noon. And it really stinks outside.! Still.
1511923749,11/28/2017 21:49:09 -05:00,3,40.4326,-79.8512,15221,"Sulfur, bitter smoke","Eyes burning, scratchy throat",
1511927416,11/28/2017 22:50:16 -05:00,4,40.4343,-79.8392,15235,,,
1511928038,11/28/2017 23:00:38 -05:00,3,40.4251,-79.8808,15218,,,
1511930532,11/28/2017 23:42:12 -05:00,4,40.4328,-79.8477,15221,Industrial sulfur rotten eggs ,Irritated throat hard to breathe ,This is my second report today.  I couldn’t decorate earlier this evening and now I couldn’t go outside with my dogs.  Something has to be done please ! 
1511962604,11/29/2017 08:36:44 -05:00,1,40.4471,-79.9167,15206,,,
1511971386,11/29/2017 11:03:06 -05:00,1,40.4268,-79.9268,15217,,,
1511973213,11/29/2017 11:33:33 -05:00,3,40.4005,-79.8355,15112,,,"

Headache"
1511979121,11/29/2017 13:12:01 -05:00,4,40.441,-80.0006,15222,Chemical - perhaps from bridge construction?,Yes,
1511988166,11/29/2017 15:42:46 -05:00,1,40.388,-79.9013,15120,,,
1511995684,11/29/2017 17:48:04 -05:00,4,40.4218,-80.0974,15106,Chemicals,Swelling nose,
1512008223,11/29/2017 21:17:03 -05:00,4,40.4192,-79.9255,15217,Beechwood Blvd near Lilac st. Extremely bad truck fumes are frequent. ,,
1512008688,11/29/2017 21:24:48 -05:00,1,40.388,-79.8999,15120,,,
1512041185,11/30/2017 06:26:25 -05:00,3,40.4395,-79.9183,15217,Industrial,None,How long is this going to go on?
1512042047,11/30/2017 06:40:47 -05:00,3,40.5525,-80.0797,15237,Sulfur ,,
1512042432,11/30/2017 06:47:12 -05:00,2,40.4434,-79.915,15217,Industrial,,
1512042809,11/30/2017 06:53:29 -05:00,4,40.3373,-79.9444,15122,,,
1512043944,11/30/2017 07:12:24 -05:00,4,40.4344,-79.9286,15217,Industrial,,
1512044032,11/30/2017 07:13:52 -05:00,3,40.4331,-79.9231,15217,"Oily, industrial",,
1512045187,11/30/2017 07:33:07 -05:00,4,40.4393,-79.8923,15221,industrial,,
1512045830,11/30/2017 07:43:50 -05:00,3,40.4823,-80.0429,15212,Exhaust,No but it seems to be getting worse each day.,I'm sometimes concerned about the exhaust smell in Brighton Heights.
1512046395,11/30/2017 07:53:15 -05:00,4,40.439,-79.924,15217,,,
1512046508,11/30/2017 07:55:08 -05:00,4,40.4245,-79.9263,15217,Industrial,,
1512046924,11/30/2017 08:02:04 -05:00,3,40.4317,-79.8966,15218,Industrial ,,
1512048019,11/30/2017 08:20:19 -05:00,4,40.424,-79.9161,15217,Industrial ,,
1512048387,11/30/2017 08:26:27 -05:00,4,40.432,-79.9182,15217,"Industrial, wood burning",,
1512048617,11/30/2017 08:30:17 -05:00,5,40.423,-79.9216,15217,Burnt paper,,
1512048669,11/30/2017 08:31:09 -05:00,3,40.4235,-79.9353,15217,sulfur,burning nasal passages,
1512048839,11/30/2017 08:33:59 -05:00,4,40.443,-79.9194,15217,Industrial ,,
1512048979,11/30/2017 08:36:19 -05:00,2,40.4603,-79.9674,15201,Diesel exhaust from FedEx trucks at distribution facility are rising up to the footbridge every day.,Caulk and burning sinuses and labored breathing.,"The place that these trucks I always literally sitting beneath a pedestrian footbridge. This is a direct pass for these fumes, which are carcinogenic and hazardous to human health and safety. Because this is it regularly use their affair, FedEx should have to change where it’s trucks load and unload. We don’t deserve to breathe in fumes because it’s convenient for them."
1512049106,11/30/2017 08:38:26 -05:00,3,40.289,-79.8806,15025,Clairton coke works,,
1512049318,11/30/2017 08:41:58 -05:00,3,40.4327,-79.9294,15217,Industrial,Headache,It seems like there are more and more days of pollution recently. Since January 2017...
1512049637,11/30/2017 08:47:17 -05:00,3,40.432,-79.9149,15217,,,
1512051278,11/30/2017 09:14:38 -05:00,5,40.3007,-80.0606,15102,"Toxic coke ash fumes, rotten eggs odor from USS Clairton"," Can’t breathe, eyes face burning, baby wheezing! Anger!",Please SHUT DOWN this Goddamn toxic plant!! HELP US!!!
1512051279,11/30/2017 09:14:39 -05:00,5,40.4343,-79.9303,15217,,,
1512051499,11/30/2017 09:18:19 -05:00,5,40.4472,-79.9171,15206,Sulphur and burnt plastic.,,
1512051927,11/30/2017 09:25:27 -05:00,3,40.4352,-79.9129,15217,Rotten eggs ,Headache ,
1512052433,11/30/2017 09:33:53 -05:00,3,40.4353,-79.9185,15217,Sulphur ,,
1512052845,11/30/2017 09:40:45 -05:00,4,40.4219,-79.9251,15217,"Acrid, burnt rubber.",,
1512052872,11/30/2017 09:41:12 -05:00,3,40.4684,-79.9233,15206,"sulfur, methane",,
1512053224,11/30/2017 09:47:04 -05:00,4,40.4367,-79.9767,15219,thick smell of exhaust ,,
1512053245,11/30/2017 09:47:25 -05:00,3,40.4277,-79.8825,15218,"Sulfur coal smell. Co. Airport reports wind from South. CO2, PM & VOCs have ramped up fairly sharply.",,
1512053323,11/30/2017 09:48:43 -05:00,3,40.4462,-79.8985,15208,"Toxic, sulphuric ",,
1512053390,11/30/2017 09:49:50 -05:00,4,40.4471,-79.9491,15213,Sulfur like,,
1512053876,11/30/2017 09:57:56 -05:00,3,40.439,-79.9319,15217,Industrial,,
1512054348,11/30/2017 10:05:48 -05:00,3,40.4359,-79.9148,15217,"Rotten eggs, must be bad if you can still smell it this late in the morning ",,
1512054508,11/30/2017 10:08:28 -05:00,5,40.4508,-79.9164,15206,Industrial ,,This is horrible. The stench of industrial sulphur smell is so bad you can’t be outdoors. 
1512054585,11/30/2017 10:09:45 -05:00,4,40.4466,-79.9,15208,Rotten eggs,,
1512054621,11/30/2017 10:10:21 -05:00,4,40.4432,-79.8915,15221,Industrial (coke plant),,
1512056516,11/30/2017 10:41:56 -05:00,4,40.4325,-79.9183,15217,,,
1512056661,11/30/2017 10:44:21 -05:00,3,40.4626,-79.9344,15206,Industrial,Eye irritation ,
1512056943,11/30/2017 10:49:03 -05:00,3,40.4342,-79.9155,15217,Industrial,,
1512059687,11/30/2017 11:34:47 -05:00,5,40.4503,-79.9165,15206,Industrial,Irritated eyes,Once again we are keeping ourselves and pet indoors to avoid the noxious pollution in beautiful Pittsburgh...which becomes less so each day our health is compromised by these exposures.  
1512063774,11/30/2017 12:42:54 -05:00,3,40.5101,-80.1029,15202,Burning plastic. ,,Metalico Recycling plant on Neville Island is burning something but not in the crusher/furnace. They’re burning something in one of the big buildings. Lots of haze over the area. I’ve sent pictures to AHD.
1512067292,11/30/2017 13:41:32 -05:00,1,40.602,-79.9335,15044,,,
1512072477,11/30/2017 15:07:57 -05:00,4,40.4311,-79.9185,15217,Industrial,,
1512086666,11/30/2017 19:04:26 -05:00,1,40.3882,-79.9017,15120,,,
